"nrounds","max_depth","min_child_weight","eta","gamma","subsample","colsample_bytree","mlogloss"
50,7,1,0.01,0.5,0.9,0.6,1.09730226389074
100,7,1,0.01,0.5,0.9,0.6,1.09843547048631
150,7,1,0.01,0.5,0.9,0.6,1.09854314830534
50,9,1,0.01,0.5,0.9,0.6,1.09872959688921
100,9,1,0.01,0.5,0.9,0.6,1.09822238477999
150,9,1,0.01,0.5,0.9,0.6,1.09847752354204
50,3,5,0.01,0.5,0.9,0.6,1.09862133432304
100,3,5,0.01,0.5,0.9,0.6,1.09804053931345
150,3,5,0.01,0.5,0.9,0.6,1.09633396436636
50,5,5,0.01,0.5,0.9,0.6,1.09758538956872
100,5,5,0.01,0.5,0.9,0.6,1.09873002337817
150,5,5,0.01,0.5,0.9,0.6,1.09832193943009
50,7,5,0.01,0.5,0.9,0.6,1.09740679834957
100,7,5,0.01,0.5,0.9,0.6,1.09785394450556
150,7,5,0.01,0.5,0.9,0.6,1.09870578693014
50,9,5,0.01,0.5,0.9,0.6,1.0985169194822
100,9,5,0.01,0.5,0.9,0.6,1.09753546892312
150,9,5,0.01,0.5,0.9,0.6,1.097927261273
50,3,1,0.05,0.5,0.9,0.6,1.10007824456742
100,3,1,0.05,0.5,0.9,0.6,1.0985423514161
150,3,1,0.05,0.5,0.9,0.6,1.09809149459511
50,5,1,0.05,0.5,0.9,0.6,1.09672788229587
100,5,1,0.05,0.5,0.9,0.6,1.09535020255634
150,5,1,0.05,0.5,0.9,0.6,1.09542859587757
50,7,1,0.05,0.5,0.9,0.6,1.0982522786376
100,7,1,0.05,0.5,0.9,0.6,1.09923228967268
150,7,1,0.05,0.5,0.9,0.6,1.10026742272752
50,9,1,0.05,0.5,0.9,0.6,1.09819450391295
100,9,1,0.05,0.5,0.9,0.6,1.09870523405414
150,9,1,0.05,0.5,0.9,0.6,1.09952200328267
50,3,5,0.05,0.5,0.9,0.6,1.09306560081817
