"Feature","Gain","Cover","Frequency","Importance"
"mrisdp_458",0.00284297444856673,0.00421731376046097,0.00352112676056338,0.00284297444856673
"smri_vol_scs_ccps",0.00281258585722099,0.00463300864316093,0.00352112676056338,0.00281258585722099
"mrisdp_585",0.00279484741867788,0.005045959665249,0.00352112676056338,0.00279484741867788
"mrisdp_568",0.00270837924489528,0.0050322403621896,0.00352112676056338,0.00270837924489528
"mrisdp_586",0.00263731401107711,0.000283989573329675,0.00352112676056338,0.00263731401107711
"mrisdp_523",0.00262089635297344,0.0049746192893401,0.00352112676056338,0.00262089635297344
"mrisdp_469",0.00260526259946972,0.00495129647413911,0.00352112676056338,0.00260526259946972
"mrisdp_560",0.00258886622384387,0.00498422280148168,0.00352112676056338,0.00258886622384387
"smri_vol_scs_bstem",0.0024240858791802,0.00503498422280148,0.00352112676056338,0.0024240858791802
"mrisdp_474",0.0023318656090392,0.0049032789134312,0.00352112676056338,0.0023318656090392
"smri_vol_scs_allventricles",0.00207113219964138,0.000462340513101934,0.00352112676056338,0.00207113219964138
"mrisdp_486",0.000706632483500735,0.000130333379064344,0.00352112676056338,0.000706632483500735
