"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","model"
0.05,2,0.1,0.6,2,0.6,100,0.952168630997928,0.00136875075725093,0.70720078431355,0.0253767745636055,0.000923250060365246,0.0116864904356371,"BPM"
0.05,2,0.1,0.6,2,0.8,100,0.952296505811839,0.00144825538196813,0.707852881030725,0.02438034879336,0.00175458981263288,0.00933354457843204,"BPM"
0.05,2,0.1,0.8,1,0.6,100,0.953859746323462,0.00179660669303857,0.707045994223953,0.0271813169838246,0.00266407759118293,0.011611506123978,"BPM"
0.05,2,0.1,0.8,1,0.8,100,0.95222409866769,0.00198978107939899,0.707847614666312,0.0251346227430542,0.00293728505756451,0.00988359115642244,"BPM"
0.05,2,0.1,0.8,2,0.6,100,0.952797990088741,0.00185891894432882,0.70725113675643,0.0257266312881245,0.00224511974232764,0.0112907252669261,"BPM"
0.05,2,0.1,0.8,2,0.8,100,0.952450997472143,0.00172369661058078,0.708065374079927,0.0253241449107561,0.002725841050631,0.0107165217352239,"BPM"
0.05,2,1,0.6,1,0.6,100,0.952156914646284,0.00139211320049103,0.706536231715688,0.0241349754062026,0.00104318869719195,0.00974920688975018,"BPM"
0.05,2,1,0.6,1,0.8,100,0.951881614248136,0.00169713756104646,0.706732508919779,0.0252858682135514,0.002120383514582,0.0104404707618436,"BPM"
0.05,2,1,0.6,2,0.6,100,0.951779379931828,0.00271303740320275,0.706184568934785,0.0269033290389974,0.00332618037463742,0.0115637766498929,"BPM"
0.05,2,1,0.6,2,0.8,100,0.952011818836804,0.0022103301341515,0.707119291284854,0.0247314802606591,0.00381504222594546,0.0101148825346048,"BPM"
0.05,2,1,0.8,1,0.6,100,0.952479559713056,0.00238953944951363,0.70693070362221,0.0266841863215527,0.00288139172410617,0.0109936213618069,"BPM"
0.05,2,1,0.8,1,0.8,100,0.95245922330176,0.00140453443216135,0.708106644802881,0.0242644676371585,0.00223181186332043,0.0104163764073653,"BPM"
0.05,2,1,0.8,2,0.6,100,0.951931484084917,0.00251758903658203,0.706840823548116,0.0262840057471759,0.00298444228216983,0.0110522912832998,"BPM"
0.05,2,1,0.8,2,0.8,100,0.952289693328627,0.00176424709292479,0.708361149175255,0.0246355339756124,0.002270224165549,0.00966551235178206,"BPM"
0.1,2,0.1,0.6,1,0.6,100,0.961688122133291,0.0017086948685997,0.710704045030988,0.0291289290694107,0.00148814231444832,0.0113123809046654,"BPM"
0.1,2,0.1,0.6,1,0.8,100,0.959076747395493,0.00180329255275946,0.708373397043655,0.0268159975740759,0.00304477449811848,0.012623214420656,"BPM"
0.1,2,0.1,0.6,2,0.6,100,0.958339541122516,0.00302849019523679,0.70687908962815,0.0267753292079123,0.00323792267704156,0.0126445664238631,"BPM"
0.1,2,0.1,0.6,2,0.8,100,0.961231957709655,0.00165671451859947,0.710275804375228,0.0257086266748516,0.00190025922265995,0.010799358550214,"BPM"
0.1,2,0.1,0.8,1,0.6,100,0.959982571617215,0.00286435766326013,0.7067510705135,0.0264487747830389,0.00408834305874878,0.0113080680948291,"BPM"
0.1,2,0.1,0.8,1,0.8,100,0.958471385562992,0.00162624907513374,0.707573469492238,0.0265590384877978,0.00088916191292434,0.0108769170926763,"BPM"
0.1,2,0.1,0.8,2,0.6,100,0.957726375965784,0.00309640387262175,0.704489347513182,0.0268578057130031,0.0029734132573175,0.0101883906007721,"BPM"
0.1,2,0.1,0.8,2,0.8,100,0.959059760019429,0.00188853376564753,0.707944647901073,0.0247540839326131,0.00345323473519023,0.0100948002222318,"BPM"
