"nrounds","max_depth","min_child_weight","eta","gamma","subsample","colsample_bytree","mlogloss"
150,7,1,0.1,0,0.9,0.6,1.09688946940299
50,9,1,0.1,0,0.9,0.6,1.10097565953633
100,9,1,0.1,0,0.9,0.6,1.1020958375067
150,9,1,0.1,0,0.9,0.6,1.10319185570689
50,3,5,0.1,0,0.9,0.6,1.10136466493449
100,3,5,0.1,0,0.9,0.6,1.0979630624977
150,3,5,0.1,0,0.9,0.6,1.104183568451
50,5,5,0.1,0,0.9,0.6,1.10570424998429
100,5,5,0.1,0,0.9,0.6,1.10028352701857
150,5,5,0.1,0,0.9,0.6,1.09804338609839
50,7,5,0.1,0,0.9,0.6,1.09838019631983
100,7,5,0.1,0,0.9,0.6,1.10400797037495
150,7,5,0.1,0,0.9,0.6,1.09622430967346
50,9,5,0.1,0,0.9,0.6,1.09810246946136
100,9,5,0.1,0,0.9,0.6,1.09723598690596
150,9,5,0.1,0,0.9,0.6,1.10119301934536
50,3,1,0.01,0.5,0.9,0.6,1.09862034370189
100,3,1,0.01,0.5,0.9,0.6,1.09805905839854
150,3,1,0.01,0.5,0.9,0.6,1.09772152665762
50,5,1,0.01,0.5,0.9,0.6,1.09849412461286
100,5,1,0.01,0.5,0.9,0.6,1.09794645605463
150,5,1,0.01,0.5,0.9,0.6,1.09763685225132
50,7,1,0.01,0.5,0.9,0.6,1.09793792311633
100,7,1,0.01,0.5,0.9,0.6,1.09819935413628
150,7,1,0.01,0.5,0.9,0.6,1.09894968624613
50,9,1,0.01,0.5,0.9,0.6,1.09866792092786
100,9,1,0.01,0.5,0.9,0.6,1.09826052948255
150,9,1,0.01,0.5,0.9,0.6,1.09840931737551
50,3,5,0.01,0.5,0.9,0.6,1.09795045598494
100,3,5,0.01,0.5,0.9,0.6,1.09859944217133
150,3,5,0.01,0.5,0.9,0.6,1.09426930097773
50,5,5,0.01,0.5,0.9,0.6,1.09810398515315
100,5,5,0.01,0.5,0.9,0.6,1.09820301610977
150,5,5,0.01,0.5,0.9,0.6,1.09764024912424
50,7,5,0.01,0.5,0.9,0.6,1.09816807213643
100,7,5,0.01,0.5,0.9,0.6,1.09705335137825
150,7,5,0.01,0.5,0.9,0.6,1.09788397178103
50,9,5,0.01,0.5,0.9,0.6,1.09822427579253
100,9,5,0.01,0.5,0.9,0.6,1.0988429810847
150,9,5,0.01,0.5,0.9,0.6,1.09863788820782
50,3,1,0.05,0.5,0.9,0.6,1.09310019576963
100,3,1,0.05,0.5,0.9,0.6,1.09775899659726
150,3,1,0.05,0.5,0.9,0.6,1.09772981166159
50,5,1,0.05,0.5,0.9,0.6,1.09804592390457
100,5,1,0.05,0.5,0.9,0.6,1.09535788516368
150,5,1,0.05,0.5,0.9,0.6,1.09817554901939
50,7,1,0.05,0.5,0.9,0.6,1.09430715918156
100,7,1,0.05,0.5,0.9,0.6,1.10047656311367
150,7,1,0.05,0.5,0.9,0.6,1.10196112663644
50,9,1,0.05,0.5,0.9,0.6,1.09832000038548
100,9,1,0.05,0.5,0.9,0.6,1.09695647211206
150,9,1,0.05,0.5,0.9,0.6,1.09980766428428
50,3,5,0.05,0.5,0.9,0.6,1.09984565001455
100,3,5,0.05,0.5,0.9,0.6,1.09787343591587
150,3,5,0.05,0.5,0.9,0.6,1.09680720052575
50,5,5,0.05,0.5,0.9,0.6,1.09802659365777
100,5,5,0.05,0.5,0.9,0.6,1.09569920959625
150,5,5,0.05,0.5,0.9,0.6,1.09901456215342
50,7,5,0.05,0.5,0.9,0.6,1.09946950177946
100,7,5,0.05,0.5,0.9,0.6,1.1000755703327
150,7,5,0.05,0.5,0.9,0.6,1.09834165842582
50,9,5,0.05,0.5,0.9,0.6,1.09759626454052
100,9,5,0.05,0.5,0.9,0.6,1.10043622432846
150,9,5,0.05,0.5,0.9,0.6,1.09909828087881
50,3,1,0.1,0.5,0.9,0.6,1.099745654289
100,3,1,0.1,0.5,0.9,0.6,1.09580972332315
150,3,1,0.1,0.5,0.9,0.6,1.09388023454259
50,5,1,0.1,0.5,0.9,0.6,1.09995028131711
100,5,1,0.1,0.5,0.9,0.6,1.09656029278012
150,5,1,0.1,0.5,0.9,0.6,1.10248825999938
50,7,1,0.1,0.5,0.9,0.6,1.09889688489898
100,7,1,0.1,0.5,0.9,0.6,1.10156827574041
150,7,1,0.1,0.5,0.9,0.6,1.09699088683007
50,9,1,0.1,0.5,0.9,0.6,1.10458756422194
100,9,1,0.1,0.5,0.9,0.6,1.09609597232585
150,9,1,0.1,0.5,0.9,0.6,1.09581790588275
50,3,5,0.1,0.5,0.9,0.6,1.09568909199249
100,3,5,0.1,0.5,0.9,0.6,1.09946066649449
150,3,5,0.1,0.5,0.9,0.6,1.09537612777299
50,5,5,0.1,0.5,0.9,0.6,1.0978086586584
100,5,5,0.1,0.5,0.9,0.6,1.09853300324842
150,5,5,0.1,0.5,0.9,0.6,1.09369232699012
50,7,5,0.1,0.5,0.9,0.6,1.09886512055995
100,7,5,0.1,0.5,0.9,0.6,1.10049629521937
150,7,5,0.1,0.5,0.9,0.6,1.10285851243616
50,9,5,0.1,0.5,0.9,0.6,1.10164613089435
100,9,5,0.1,0.5,0.9,0.6,1.10596290833408
150,9,5,0.1,0.5,0.9,0.6,1.10355662075791
50,3,1,0.01,2,0.9,0.6,1.09832054436547
100,3,1,0.01,2,0.9,0.6,1.09793421016421
150,3,1,0.01,2,0.9,0.6,1.09534326359337
50,5,1,0.01,2,0.9,0.6,1.09804190543561
100,5,1,0.01,2,0.9,0.6,1.09809813254797
150,5,1,0.01,2,0.9,0.6,1.09789420652524
50,7,1,0.01,2,0.9,0.6,1.09839611433078
100,7,1,0.01,2,0.9,0.6,1.09843616133301
150,7,1,0.01,2,0.9,0.6,1.09871687247996
50,9,1,0.01,2,0.9,0.6,1.09820114643878
100,9,1,0.01,2,0.9,0.6,1.09828675092402
150,9,1,0.01,2,0.9,0.6,1.09820745175558
50,3,5,0.01,2,0.9,0.6,1.09879565404329
100,3,5,0.01,2,0.9,0.6,1.09754994555723
150,3,5,0.01,2,0.9,0.6,1.09841496699706
50,5,5,0.01,2,0.9,0.6,1.09652424698057
100,5,5,0.01,2,0.9,0.6,1.09707643073422
150,5,5,0.01,2,0.9,0.6,1.09599938174022
50,7,5,0.01,2,0.9,0.6,1.09761128112641
100,7,5,0.01,2,0.9,0.6,1.09826816051468
150,7,5,0.01,2,0.9,0.6,1.09859491420351
50,9,5,0.01,2,0.9,0.6,1.09845427691051
100,9,5,0.01,2,0.9,0.6,1.09843692441178
150,9,5,0.01,2,0.9,0.6,1.09802589082893
50,3,1,0.05,2,0.9,0.6,1.09911449960482
100,3,1,0.05,2,0.9,0.6,1.09590882190493
150,3,1,0.05,2,0.9,0.6,1.09598951730678
50,5,1,0.05,2,0.9,0.6,1.099721195516
100,5,1,0.05,2,0.9,0.6,1.09646833598183
150,5,1,0.05,2,0.9,0.6,1.0992627431571
50,7,1,0.05,2,0.9,0.6,1.09619236834179
100,7,1,0.05,2,0.9,0.6,1.10010325920737
150,7,1,0.05,2,0.9,0.6,1.09788888085634
50,9,1,0.05,2,0.9,0.6,1.0983449398061
100,9,1,0.05,2,0.9,0.6,1.10042750182112
150,9,1,0.05,2,0.9,0.6,1.09946284906839
50,3,5,0.05,2,0.9,0.6,1.09760745614238
100,3,5,0.05,2,0.9,0.6,1.09546691797433
150,3,5,0.05,2,0.9,0.6,1.09832041958879
50,5,5,0.05,2,0.9,0.6,1.097407139452
100,5,5,0.05,2,0.9,0.6,1.09848425095117
150,5,5,0.05,2,0.9,0.6,1.09849086429227
50,7,5,0.05,2,0.9,0.6,1.09843594235868
100,7,5,0.05,2,0.9,0.6,1.1002302119505
150,7,5,0.05,2,0.9,0.6,1.09999083189919
50,9,5,0.05,2,0.9,0.6,1.09875918561099
100,9,5,0.05,2,0.9,0.6,1.10027038748852
150,9,5,0.05,2,0.9,0.6,1.09950937423381
50,3,1,0.1,2,0.9,0.6,1.09648411817639
100,3,1,0.1,2,0.9,0.6,1.09755901668042
150,3,1,0.1,2,0.9,0.6,1.09768320298965
50,5,1,0.1,2,0.9,0.6,1.10090707547992
100,5,1,0.1,2,0.9,0.6,1.09577436107013
150,5,1,0.1,2,0.9,0.6,1.09898002203032
50,7,1,0.1,2,0.9,0.6,1.10020572254643
100,7,1,0.1,2,0.9,0.6,1.10427229455357
150,7,1,0.1,2,0.9,0.6,1.10290404615112
50,9,1,0.1,2,0.9,0.6,1.10167661131848
100,9,1,0.1,2,0.9,0.6,1.10214052339231
150,9,1,0.1,2,0.9,0.6,1.0982311079908
50,3,5,0.1,2,0.9,0.6,1.09969739051266
100,3,5,0.1,2,0.9,0.6,1.09576124226227
150,3,5,0.1,2,0.9,0.6,1.1021481248345
50,5,5,0.1,2,0.9,0.6,1.09727903665293
100,5,5,0.1,2,0.9,0.6,1.09824118641142
150,5,5,0.1,2,0.9,0.6,1.09829640685206
50,7,5,0.1,2,0.9,0.6,1.09469002111158
100,7,5,0.1,2,0.9,0.6,1.10045122949451
150,7,5,0.1,2,0.9,0.6,1.09711820043642
50,9,5,0.1,2,0.9,0.6,1.10393167541063
100,9,5,0.1,2,0.9,0.6,1.09851259693601
150,9,5,0.1,2,0.9,0.6,1.10377763680858
50,3,1,0.01,0,0.6,0.9,1.09841609341317
100,3,1,0.01,0,0.6,0.9,1.09696033327145
150,3,1,0.01,0,0.6,0.9,1.09658045686489
50,5,1,0.01,0,0.6,0.9,1.09693398079289
100,5,1,0.01,0,0.6,0.9,1.09858340526975
150,5,1,0.01,0,0.6,0.9,1.09866648790056
50,7,1,0.01,0,0.6,0.9,1.09875337022468
100,7,1,0.01,0,0.6,0.9,1.09733922563827
150,7,1,0.01,0,0.6,0.9,1.09806493112971
50,9,1,0.01,0,0.6,0.9,1.09752776466592
100,9,1,0.01,0,0.6,0.9,1.09821896159761
150,9,1,0.01,0,0.6,0.9,1.09888244474336
50,3,5,0.01,0,0.6,0.9,1.09803003751413
100,3,5,0.01,0,0.6,0.9,1.09636522003675
150,3,5,0.01,0,0.6,0.9,1.09402544664004
50,5,5,0.01,0,0.6,0.9,1.09768904165615
100,5,5,0.01,0,0.6,0.9,1.0983591546028
150,5,5,0.01,0,0.6,0.9,1.09836241818082
50,7,5,0.01,0,0.6,0.9,1.09843935447586
100,7,5,0.01,0,0.6,0.9,1.09830694680263
150,7,5,0.01,0,0.6,0.9,1.09798983034827
50,9,5,0.01,0,0.6,0.9,1.09829538699058
100,9,5,0.01,0,0.6,0.9,1.09820984941317
150,9,5,0.01,0,0.6,0.9,1.09839259808491
50,3,1,0.05,0,0.6,0.9,1.0974671761005
100,3,1,0.05,0,0.6,0.9,1.09635956067833
150,3,1,0.05,0,0.6,0.9,1.10012486307847
50,5,1,0.05,0,0.6,0.9,1.09603339013671
100,5,1,0.05,0,0.6,0.9,1.09868611079137
150,5,1,0.05,0,0.6,0.9,1.09936377115861
50,7,1,0.05,0,0.6,0.9,1.09652312811712
100,7,1,0.05,0,0.6,0.9,1.09852250523175
150,7,1,0.05,0,0.6,0.9,1.09690849941179
50,9,1,0.05,0,0.6,0.9,1.09801108170754
100,9,1,0.05,0,0.6,0.9,1.09861637953109
150,9,1,0.05,0,0.6,0.9,1.09965320865891
50,3,5,0.05,0,0.6,0.9,1.09875131047406
100,3,5,0.05,0,0.6,0.9,1.09887346741248
150,3,5,0.05,0,0.6,0.9,1.09761618485864
50,5,5,0.05,0,0.6,0.9,1.09776325746171
100,5,5,0.05,0,0.6,0.9,1.09738720334236
150,5,5,0.05,0,0.6,0.9,1.09643416243034
50,7,5,0.05,0,0.6,0.9,1.09995684388147
100,7,5,0.05,0,0.6,0.9,1.09510904101142
150,7,5,0.05,0,0.6,0.9,1.09849643237112
50,9,5,0.05,0,0.6,0.9,1.09749043732615
100,9,5,0.05,0,0.6,0.9,1.10222206544679
150,9,5,0.05,0,0.6,0.9,1.09582853140098
50,3,1,0.1,0,0.6,0.9,1.09659006049407
100,3,1,0.1,0,0.6,0.9,1.09630794305086
150,3,1,0.1,0,0.6,0.9,1.10037571082066
